Year	Authors	Title	Subtitle	ISBN number	Place of publishing	Publisher	Type of document (genre)	Language	Number of pages
2020		Minnie	Krāsojamā grāmata ar uzlīmēm	9789934167461	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	38
2020		Maša un Lācis	Aizrautīgai krāsošanai	9789934167478	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Ledus sirds II	Maģiskās krāsas; ar uzlīmēm	9789934167485	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Ledus sirds II	Burvju uzdevumi	9789934167492	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Pelnrušķīte	krāsojamā grāmata	9789934167508	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		My Little Pony	Risini aizrautīgi	9789934167539	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		My Little Pony	Mirdzošās krāsās	9789934167546	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Maša un Lācis	Risini aizrautīgi	9789934167553	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Minecraft	Dzīvnieki; uzlīmju grāmata	9789934167560	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	56
2020		Uz priekšu	krāsojamā grāmata ar uzlīmēm	9789934167645	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Top Wing	Krāso ar ūdeni!	9789934167669	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Barbie	Krāsu burvība	9789934167676	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Vienradži	Krāsojamā grāmata	9789934085468	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Vienradži	Izkrāso koši!	9789934085475	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Vienradži	Izkrāso!	9789934085482	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Runcis zābakos	krāsojamā grāmata	9789934157103	Rīga	LATVIJAS MEDIJI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	18
2020		Hot Wheels	Krāsu līkločos	9789934167713	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Littlest Pet Shop	Krāso koši!	9789934167720	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020	Dmuchovskiene, Rasa	Satiksme	gaisā, ūdenī, uz sauszemes	9789934085871	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020	Dmuchovskiene, Rasa	Mūzikas instrumenti	taustiņisntrumenri, stīgu instrumenti, pūšaminstrumenti, sitaminstrumenti	9789934085888	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Vienradži	Grāmata ar uzlīmēm	9789934085895	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Grigorijs Mihejevs	piemiņa; izstādes katalogs	9789934889202	Daugavpils	Daugavpils Novadpētniecības un mākslas muzejs	MĀKSLAS KATALOGI	Latviešu; Krievu	100
2020		Vienradži	krāsojamā grāmata ar uzlīmēm; vairāk nekā 50 uzlīmju	9789934167737	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	42
2020		Peppa Pig	Lielā krāsojamā grāmata	9789934167744	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	80
2020		Barbie	Lielā krāsojamā grāmata	9789934167751	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	80
2020		Lielā krāsojamā grāmata		9789934167768	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	80
2020		Vienradži saldumu karalistē	krāsojamā grāmatiņa	9789934085925	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Vienradži un princese	uz varavīksnes loka; krāsojamā grāmatiņa	9789934085932	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Vāģi 2	Izkrāso sacīkstes	9789934167805	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Man patīk zirgi		9789934085963	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Man patīk truši		9789934085970	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Man patīk suņi		9789934085987	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Man patīk kaķi		9789934085994	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Krāso!	Koala	9789934086007	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Krāso!	Kaķis	9789934086014	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Krāso!	Cālis	9789934086021	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Krāso!	Varde	9789934086038	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Raibu raibā grāmatiņa	Astoņkājis	9789934086045	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Raibu raibā grāmatiņa	Lama	9789934086052	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Raibu raibā grāmatiņa	Kaķis	9789934086069	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Raibu raibā grāmatiņa	Varde	9789934086076	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Vienradži un lamas	krāsojamā grāmatiņa	9789934086090	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Prasmēm un priekam	Dārzā	9789934086120	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Prasmēm un priekam	Uz laukiem!	9789934086137	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Savieno skaitļus, līmē un krāso!	1-10; ar uzlīmēm	9789934167812	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Savieno skaitļus, līmē un krāso!	1-20; ar uzlīmēm	9789934167829	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Savieno skaitļus, līmē un krāso!	1-30; ar uzlīmēm	9789934167836	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Savieno skaitļus, līmē un krāso!	1-40; ar uzlīmēm	9789934167843	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Krāso ar ūdeni!	Kuģītis	9789934167850	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Krāso ar ūdeni!	Raķete	9789934167867	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Maša un Lācis	Dārgumu medības; meklē un atrodi!	9789934167874	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020	Panters, Rasels	Alise Brīnumzemē	stāsts bildēs; pēc Lūisa Kerola grāmtas motīviem	9789934086151	Rīga	Apgāds Zvaigzne ABC	KOMIKSI	Latviešu	104
2020		Peppa Pig	Lēkāsim! Hop! Hop!; uzdevumu grāmata ar uzlīmēm	9789934167898	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Peppa Pig	Cūciņu rotaļas; uzdevumu grāmata ar uzlīmēm	9789934167904	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Mana uzlīmju grāmata	mīļie kaķēni	9789934167928	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Rotaļīgie sunīši	mana uzlīmju grāmata	9789934167935	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Prieks mācīties!	skaitīšana	9789934167942	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Prieks mācīties!	figūras un krāsas	9789934167959	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Prieks mācīties!	pretstati	9789934167966	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Prieks mācīties!	rakstīšana	9789934167973	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Top Wing	Krāsojamā grāmata	9789934167997	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Top Wing	Uzdevumu grāmata	9789934168000	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020	Bumblauskiene, Ilona	Mammas un mazuļi mežā		9789934157479	Rīga	LATVIJAS MEDIJI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020	Bumblauskiene, Ilona	Mammas un mazuļi zoodārzā		9789934157486	Rīga	LATVIJAS MEDIJI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020	Bumblauskiene, Ilona	Mammas un mazuļi mājās		9789934157493	Rīga	LATVIJAS MEDIJI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020	Bumblauskiene, Ilona	Mammas un mazuļi eksotiskās valstīs		9789934157509	Rīga	LATVIJAS MEDIJI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020		PJ Masks	Krāsu prieks	9789934168024	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	64
2020		VIII Starptautiskais Latgales grafikas simpozijs	simpozija katalogs	9789934594021	Daugavpils	Daugavpils Marka Rotko mākslas centrs	MĀKSLAS KATALOGI	Latviešu; Angļu	36
2020	Katz, Keren	Chapter Two		9789934581199	Rīga	Grafiskie stāsti	KOMIKSI	Angļu	24
2020	Chihoi	The Book Fight		9789934581205	Rīga	Grafiskie stāsti	KOMIKSI	Angļu	24
2020	Harukichi	Hero		9789934581212	Rīga	Grafiskie stāsti	KOMIKSI	Angļu	24
2020	Rūrāns, Roberts	(extra) Ordinary		9789934581229	Rīga	Grafiskie stāsti	KOMIKSI	Angļu	24
2020		Runci, runci!	krāso kopā ar Margaritu Stārasti	9789934086496	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		My Little Pony	Mozaīkas; līmē un krāso!	9789934168031	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Krāso ar ūdeni!	Vakarā mežā	9789934086656	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Krāso ar ūdeni!	Vakarā mājās	9789934086663	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Princeses	500 uzlīmes	9789934168055	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Ledus sirds II	500 uzlīmes	9789934168062	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020	Brasliņš, Normunds	Déjà vu	[izstādes katalogs]	9789934884467	Rīga	Aminori	MĀKSLAS KATALOGI	Latviešu	48
2020		Troļļi 2	Pasaules turneja; krāsojamā grāmata	9789934168086	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Troļļi 2	Pasaules turneja; uzdevumu grāmata	9789934168093	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Trusītis Pēterītis 2	Mazais bēglis; darbošanās grāmata ar uzlīmēm	9789934086908	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Trusītis Pēterītis 2	Mazais bēglis; krāsojamā darbošanās grāmata	9789934086915	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	40
2020		Lielā krāsojamā grāmata		9789934086991	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	208
2020		PJ Masks. Izkrāso varoņus maskās!	ar uzlīmēm	9789934168178	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Jūgendstila mode	krāsojamā grāmata	9789934566158	Rīga	Rīgas pašvaldības kultūras iestāžu apvienība	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	8
2020		Ziemassvētki	darbošanās grāmata	9789934087189	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Psalmi	krāsojamā grāmata	9789934592027	Rīga	LATVIJAS BĪBELES BIEDRĪBA	KRĀSOJAMĀS GRĀMATAS PIEAUGUŠAJIEM, MANDALAS	Latviešu	32
2020		Minecraft	Elle un pasaules gals; uzlīmju grāmata	9789934168208	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	56
2020		Flamings	vannas grāmata	9789934168215	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	8
2020		Pūcīte	vannas grāmata	9789934168222	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	8
2020		Troļļi 2	600 uzlīmes	9789934168253	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	56
2020		Pārvērt ūdeni krāsās!	Veikalā	9789934087547	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Pārvērt ūdeni krāsās!	Ceļā	9789934087554	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Delia Maxim. Redzamības virskārta	izstādes katalogs	9789934594076	Daugavpils	Daugavpils Marka Rotko mākslas centrs	MĀKSLAS KATALOGI	Latviešu; Angļu	28
2020		Amēlija un vienradzis		9789934087684	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Dinozauri un vulkāns		9789934087691	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Murr modes nams	modes metropoles	9789934087745	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	18
2020		Murr modes nams	modeles brīvdienās	9789934087752	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	18
2020		Pasaule, ko izkrāsot		9789934891700	Jelgavas novads	DROŠI un KOŠI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	46
2020		Troļļi 2	100 uzlīmju	9789934168314	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Troļļi 2	Krāso un līmē	9789934168321	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Hot Wheels	Ātruma pavēlnieki; krāsojamais albums	9789934168345	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	40
2020		Vinnijs Pūks	Krāso un līmē!	9789934168352	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Paw Patrol	Steidzam palīgā!; krāsojamā grāmata	9789934168369	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Ledus sirds II	Izkrāso!	9789934168376	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Maša un Lācis	Krāsojam no sirds	9789934168383	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Trīs kaķēni	Krāso ar prieku!	9789934168390	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020	Panters, Rasels	Trīs musketieri	stāsts bildēs; pēc Aleksandra Dimā romāna motīviem	9789934088025	Rīga	Apgāds Zvaigzne ABC	KOMIKSI	Latviešu	104
2020		Barbie	Krāso un līmē!	9789934168413	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Paw Patrol	Izkrāso kucēnus!	9789934168420	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Maša un Lācis	jautri uzdevumi; ar uzlīmēm	9789934168437	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	18
2020		Mana krāsojamā uzdevumu grāmata		9789934088193	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	124
2020		Transformers	izkrāso un līmē!	9789934168451	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Enchantimals	burvju meža krāsas; ar uzlīmēm	9789934168468	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020	Ūle, Inga	Krāsojamā grāmatiņa Mīlasputniņi		9789934892608	Ķekavas novads	Inga Ūle	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020	Ūle, Inga	Coloring Book Lovebirds		9789934892615	Ķekavas novads	Inga Ūle	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Angļu	16
2020		Princeses	lielā krāsošana	9789934168482	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	80
2020		Esi apburoša!	Krāso stilīgi!	9789934168499	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Mans sākums ir manas beigas	Sjao Ciņa māksla; 2020. gada 31. jūlijs - 25. oktobris	9789934594083	Daugavpils	Daugavpils Marka Rotko mākslas centrs	MĀKSLAS KATALOGI	Latviešu; Krievu; Angļu; Ķīniešu	100
2020		IX Starptautiskais Latgales grafikas simpozijs	simpozija katalogs	9789934594090	Daugavpils	Daugavpils Marka Rotko mākslas centrs	MĀKSLAS KATALOGI	Latviešu; Angļu	44
2020		Maša un Lācis	Es mācos rakstīt	9789934168505	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Maša un Lācis	lielā krāsojamā grāmata	9789934168512	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	80
2020		My Little Pony	Sapos savu poniju!; uzlīmju grāmata	9789934168529	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	30
2020		Vāģi 3	Komandas krāsas; ar uzlīmēm	9789934168536	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Ledus sirds II	Krāsu burvība; ar uzlīmēm	9789934168543	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Princeses	Brīnišķīgi uzdevumi	9789934168550	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Sirsnīgās krāsās	ar uzlīmēm	9789934168567	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Littlest Pet Shop	Rotaļīgās krāsas; ar uzlīmēm	9789934168574	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Mikijs un draugi	krāsojamā grāmata; ar uzlīmēm	9789934168581	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Dzīvnieki	krāsojamā grāmata; ar uzlīmēm	9789934168598	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Ledus sirds 2	Karaliski uzdevumi	9789934168611	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020	Hetamoé	Violent Delights		9789934581243	Rīga	Grafiskie stāsti	KOMIKSI	Angļu	24
2020	Zutis, Mārtiņš	Crime at Babel		9789934581250	Rīga	Grafiskie stāsti	KOMIKSI	Angļu	24
2020	Estrela, Joana	Eglė and the Snake		9789934581267	Rīga	Grafiskie stāsti	KOMIKSI	Angļu	24
2020	Bell, Marc	Banal Complications		9789934581274	Rīga	Grafiskie stāsti	KOMIKSI	Angļu	24
2020		Ledus sirds II	uzzīmē un nodzēs!	9789934168628	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Ķepu patruļa	uzzīmē un nodzēs!	9789934168635	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Peppa Pig	Pirmie skaitļi; uzzīmē un nodzēs!	9789934168642	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Ķepu patruļa	lielā krāsošana	9789934168659	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	80
2020		Arī es krāsoju 6	krāsojamā grāmatiņa pašiem mazākajiem		Rīga	KUMA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	
2020		Arī es krāsoju 7	krāsojamā grāmatiņa pašiem mazākajiem		Rīga	KUMA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	
2020		Apburtais mežs	zīmējumu grāmata	9789934157769	Rīga	LATVIJAS MEDIJI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020	Benša, Katarīna	Burvju pasaule	zīmējumu grāmata	9789934157776	Rīga	LATVIJAS MEDIJI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
